slug,name,publisher,publisher_id,source_url,regions,communities,start_locality,km,ascent_m,ascent_per_km,length_class,bc_fraction,bc_fraction_source,matched_fraction,bc_match_rate,n_ways,gap_km,gap_cause,drift_km,routed_km,rideable_km,unmatched_km,ferry_km,cross_border_km,unpaved_pct,unpaved_pct_source,rugg_dom,rugg_max,rugg_p75,steep_pct,remote_share,comfort_comfy_pct,comfort_onaxis_km,traffic_floor,fastroad,fast_km,fast_rated,source_difficulty,singletrack_pct,tier,tier_surface_term,tier_climb_term,tier_singletrack_term,tier_remoteness_term,tier_decisive_floor,tier_floor_reason,comfort_label,surface_labels,difficulty_sentence,comfort_km_c1,comfort_km_c2,comfort_km_c3,comfort_km_c4,comfort_km_c5,comfort_km_c6,comfort_km_backcountry,comfort_km_forbidden
isl-17,Thetis Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,,,30.0,,,Full day,1.0,publisher scope,0.9501,,34,0.65,none,0.0,0.0,0.0,0.0,0.29,0.0,6,osm,0,0,0,18,0,100,12.0,,,0,TRUE,,,Moderate,0,1,0,0,,,Low-traffic riding,Mostly paved,"Difficulty: Moderate, because of some climbing.",0.5,11.3,0.0,0.0,0.0,0.0,0.2,0.0
isl-18,Cowichan Valley Trail,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Cobble Hill; Cowichan Bay; Duncan; Lake Cowichan; Mill Bay; North Cowichan; Shawnigan Lake,,88.0,,,Full day,1.0,publisher scope,0.9735,0.9897,87,2.14,none,0.0,0.0,80.61,0.83,0.0,0.0,39,osm,0,1,1,10,0,50,75.8,,,8,TRUE,,,Moderate,0,1,0,0,,,Some traffic sharing,Mixed surface,"Difficulty: Moderate, because of some climbing.",25.4,11.4,20.3,9.3,6.9,1.4,1.1,0.0
isl-19,Shawnigan Lake & Cobble Hill,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Central Saanich; Cobble Hill; Cowichan Bay; Mill Bay; North Cowichan; North Saanich; Shawnigan Lake,,80.0,,,Full day,1.0,publisher scope,0.9757,0.9871,50,1.23,none,0.0,0.0,49.47,0.64,0.0,0.0,0,osm,0,0,0,3,0,10,49.5,,mostly,28,TRUE,,,Easy,0,0,0,0,,,Shares roads with traffic,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,0.4,4.7,4.7,12.0,22.8,4.9,0.0,0.0
isl-2,Galloping Goose,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Colwood; Esquimalt; Langford; Metchosin; Oak Bay; Saanich; Sooke; Victoria; View Royal,,55.0,,,Full day,1.0,publisher scope,0.9584,0.9762,221,4.75,none,0.0,0.0,111.34,2.65,1.36,0.0,47,osm,0,2,1,13,0,84,103.1,,,2,TRUE,,,Moderate,0,1,0,0,,,Low-traffic riding,Mixed surface,"Difficulty: Moderate, because of some climbing.",56.8,21.8,11.8,2.4,2.2,0.0,8.0,0.0
isl-20,Duncan,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Duncan; North Cowichan,,20.0,,,Afternoon,1.0,publisher scope,0.9291,0.9883,29,0.69,none,0.0,0.0,9.74,0.11,0.0,0.0,11,osm,0,0,0,1,0,64,9.0,,,0,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,1.0,4.8,3.3,0.0,0.0,0.0,0.0,0.0
isl-21,North Cowichan,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Cowichan Bay; Duncan; Ladysmith; North Cowichan,,27.0,,,Afternoon,1.0,publisher scope,0.9652,0.9916,130,3.24,none,0.0,0.0,88.55,0.74,0.0,0.0,2,osm,0,0,0,2,0,28,89.6,,sections,23,TRUE,,,Easy,0,0,0,0,,,Shares roads with traffic,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,1.9,22.8,35.5,6.1,23.1,0.0,0.2,0.0
isl-22,Chemainus Rail Trail,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Ladysmith; North Cowichan,,19.0,,,Afternoon,1.0,publisher scope,0.9588,0.992,56,1.01,none,0.0,0.0,17.66,0.14,0.0,0.0,36,osm,0,1,1,2,0,73,23.4,,,3,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mixed surface,Difficulty: Easy — no major climbing or rough surface.,11.3,5.9,2.3,0.9,2.7,0.3,0.0,0.0
isl-23,Nanaimo South,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Cassidy; Cedar; Gabriola; Ladysmith; Nanaimo,,32.0,,,Full day,1.0,publisher scope,0.9601,0.9809,127,3.34,none,0.0,0.0,70.87,1.36,0.34,0.0,1,osm,0,0,0,6,0,34,77.3,,sections,18,TRUE,,,Easy,0,0,0,0,,,Shares roads with traffic,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,2.0,19.6,12.7,21.0,11.2,6.3,4.5,0.0
isl-24,Nanaimo,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Nanaimo,,30.0,,,Full day,1.0,publisher scope,0.9478,0.9876,147,4.13,none,0.0,0.0,68.29,0.85,0.0,0.0,4,osm,0,0,0,9,0,77,67.9,,,1,TRUE,,,Easy,0,0,0,0,,,Low-traffic riding,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,40.5,8.9,8.7,6.7,0.5,0.1,2.6,0.0
isl-25,Gabriola Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Gabriola; Nanaimo,,45.0,,,Full day,1.0,publisher scope,0.9606,0.9903,35,1.49,none,0.0,0.0,34.97,0.34,0.37,0.0,24,osm,0,2,1,8,0,61,35.8,,,0,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mixed surface,Difficulty: Easy — no major climbing or rough surface.,3.0,14.1,13.9,0.0,0.0,0.0,4.8,0.0
isl-26,Nanaimo North,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Nanaimo,,60.0,,,Full day,1.0,publisher scope,0.9443,0.9902,139,2.74,none,0.0,0.0,46.25,0.45,0.11,0.0,2,osm,0,0,0,11,0,63,40.9,,,1,TRUE,,,Moderate,0,1,0,0,,,Some traffic sharing,Mostly paved,"Difficulty: Moderate, because of some climbing.",15.1,10.3,9.1,5.2,0.8,0.0,0.4,0.0
isl-27,Nanoose Bay - Parksville,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Coombs; Errington; Nanaimo; Nanoose Bay; Parksville; Qualicum Beach,,40.0,,,Full day,1.0,publisher scope,0.9643,0.9928,82,2.3,none,0.0,0.0,63.48,0.46,0.0,0.0,3,osm,0,0,0,12,0,40,58.7,,sections,15,TRUE,,,Moderate,0,1,0,0,,,Shares roads with traffic,Mostly paved,"Difficulty: Moderate, because of some climbing.",0.3,20.1,17.8,1.7,10.2,5.2,3.3,0.0
isl-28,Parksville - Qualicum Beach,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Coombs; Errington; Parksville; Qualicum Beach,,32.0,,,Full day,1.0,publisher scope,0.9479,0.9892,93,2.26,none,0.06,0.0,43.04,0.46,0.0,0.0,9,osm,0,0,0,1,0,73,39.3,,,0,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,5.2,23.6,7.2,2.9,0.5,0.0,0.0,0.0
isl-29,Rathtrevor Park - Top Bridge Trail,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Parksville,,30.0,,,Full day,1.0,publisher scope,0.9499,0.9838,55,1.4,none,0.0,0.0,26.7,0.43,0.0,0.0,18,osm,0,2,0,18,0,43,19.0,,,3,TRUE,,,Moderate,0,1,0,0,,,Shares roads with traffic,Mixed surface,"Difficulty: Moderate, because of some climbing.",0.4,7.1,6.4,1.2,3.1,0.2,0.6,0.0
isl-3,Lochside Trail,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Central Saanich; Esquimalt; North Saanich; Oak Bay; Saanich; Sidney; Victoria; View Royal,,29.0,,,Afternoon,1.0,publisher scope,0.9629,0.9901,72,1.39,none,0.0,0.0,37.41,0.37,0.0,0.0,8,osm,0,0,0,0,0,76,33.9,,,0,TRUE,,,Easy,0,0,0,0,,,Low-traffic riding,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,11.4,14.2,6.2,2.1,0.0,0.0,0.0,0.0
isl-30,Qualicum River Trails,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Bowser; Qualicum Bay,,32.0,,,Full day,1.0,publisher scope,0.9817,0.9977,29,0.86,none,0.0,0.0,44.69,0.1,0.0,0.0,44,osm,0,3,2,20,0,51,46.2,,sections,20,TRUE,,,Ambitious,1,1,0,0,,,Some traffic sharing,Mixed surface; Chunky gravel,"Difficulty: Ambitious, because of some loose surface + some climbing.",0.0,12.9,2.0,0.3,7.8,12.5,10.8,0.0
isl-31,Port Alberni,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Cherry Creek; Port Alberni,,20.0,,,Afternoon,1.0,publisher scope,0.9579,0.9864,47,1.25,none,0.0,0.0,23.45,0.32,0.3,0.0,36,osm,0,3,2,22,0,70,26.1,,,5,TRUE,1,,Ambitious,1,1,0,0,,,Some traffic sharing,Mixed surface; Chunky gravel,"Difficulty: Ambitious, because of some loose surface + some climbing.",6.0,4.6,2.8,0.0,4.8,0.1,7.7,0.0
isl-32,Log Train Trail - Sproat Lake,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Cherry Creek; Port Alberni; Sproat Lake,,42.0,,,Full day,1.0,publisher scope,0.973,0.9959,73,1.68,none,0.0,0.0,62.02,0.25,0.0,0.0,35,osm,0,2,2,17,0,54,60.3,,sections,3,TRUE,,,Ambitious,1,1,0,0,,,Some traffic sharing,Mixed surface,"Difficulty: Ambitious, because of some loose surface + some climbing.",0.5,25.7,24.8,0.2,0.9,2.1,6.1,0.0
isl-33,Tofino - Ucluelet (apsciik tasii),Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Tlakmaqis; Tofino; Ucluelet,,50.0,,,Full day,1.0,publisher scope,0.9771,0.9963,59,1.49,none,0.0,0.0,44.93,0.17,0.0,0.0,2,osm,0,0,0,4,0,92,59.8,,sections,2,TRUE,0,,Easy,0,0,0,0,,,Low-traffic riding,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,44.3,9.9,2.2,0.5,0.0,2.3,0.7,0.0
isl-34,Qualicum Bay - Royston - Denman Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Bowser; Comox; Courtenay; Cumberland; Denman Island; Hornby Island; Qualicum Bay; Royston; Union Bay,,77.0,,,Full day,1.0,publisher scope,0.9734,0.9883,88,3.14,none,0.0,0.0,107.78,1.26,0.21,0.0,1,osm,0,0,0,1,0,30,113.6,2,mostly,66,TRUE,,,Ambitious,0,0,0,0,traffic,,Shares roads with traffic,Mostly paved,"Difficulty: Ambitious, because of a lot of riding on busier roads.",0.1,24.0,0.1,14.0,9.5,56.1,9.6,0.0
isl-35,Hornby Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Hornby Island,,35.0,,,Full day,1.0,publisher scope,0.9799,0.9975,35,0.68,none,0.0,0.0,18.46,0.05,0.16,0.0,11,osm,0,2,2,6,0,100,30.7,,,0,TRUE,,,Moderate,1,0,0,0,,,Low-traffic riding,Mostly paved,"Difficulty: Moderate, because of some loose surface.",0.0,20.5,0.0,0.0,0.0,0.0,10.2,0.0
isl-36,Courtenay Riverway - Royston Seaside Trail,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Comox; Courtenay; Cumberland; Royston,,15.0,,,Afternoon,1.0,publisher scope,0.9358,0.99,39,0.72,none,0.0,0.0,10.73,0.11,0.0,0.0,30,osm,0,1,1,4,0,76,9.8,,,0,TRUE,,,Easy,0,0,0,0,,,Low-traffic riding,Mixed surface,Difficulty: Easy — no major climbing or rough surface.,7.0,0.4,2.3,0.0,0.0,0.0,0.1,0.0
isl-37,One Spot Trail,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Comox; Courtenay; Cumberland; Grantham,,25.0,,,Afternoon,1.0,publisher scope,0.9719,0.9819,53,1.59,none,0.0,0.0,56.69,1.03,0.0,0.0,29,osm,0,2,1,4,0,46,51.0,,sections,12,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mixed surface,Difficulty: Easy — no major climbing or rough surface.,4.8,6.8,3.0,12.2,7.3,5.0,11.9,0.0
isl-38,Miracle Beach - Williams Beach,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Black Creek; Courtenay; Grantham; Little River; Oyster River; Saratoga Beach,,70.0,,,Full day,1.0,publisher scope,0.9735,0.997,30,1.5,none,0.0,0.0,56.55,0.17,0.0,0.0,23,osm,0,2,1,4,0,68,55.1,,sections,12,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mixed surface,Difficulty: Easy — no major climbing or rough surface.,0.0,27.0,3.0,2.4,0.0,12.2,10.4,0.0
isl-39,Cumberland - West Courtenay,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Comox; Courtenay; Cumberland; Royston,,26.0,,,Afternoon,1.0,publisher scope,0.9606,0.9858,92,1.92,none,0.0,0.0,48.75,0.69,0.0,0.0,31,osm,0,2,2,22,0,36,44.6,,sections,7,TRUE,,,Ambitious,1,1,0,0,,,Shares roads with traffic,Mixed surface,"Difficulty: Ambitious, because of some loose surface + some climbing.",2.8,7.0,15.2,6.2,3.7,3.3,6.3,0.0
isl-4,Victoria,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Colwood; Esquimalt; Oak Bay; Saanich; Victoria; View Royal,,20.0,,,Afternoon,1.0,publisher scope,0.9273,0.992,55,0.9,none,0.0,0.0,9.88,0.08,1.19,0.0,0,osm,0,0,0,0,0,76,9.7,,,0,TRUE,,,Easy,0,0,0,0,,,Low-traffic riding,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,6.1,1.2,2.2,0.1,0.0,0.0,0.0,0.0
isl-40,Comox Valley Circle,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Comox; Courtenay; Cumberland; Grantham; Lazo; Little River; Royston,,65.0,,,Full day,1.0,publisher scope,0.9617,0.9884,116,2.43,none,0.0,0.0,54.74,0.63,0.0,0.0,0,osm,0,0,0,1,0,37,59.9,,sections,22,TRUE,2,,Ambitious,0,0,0,0,publisher,,Shares roads with traffic,Mostly paved,"Difficulty: Ambitious, because of the route publisher's own rating as a minimum.",3.9,16.4,11.1,5.0,8.5,13.5,1.6,0.0
isl-41,East Courtenay - Comox,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Comox; Courtenay; Cumberland; Grantham; Lazo; Little River; Royston,,36.0,,,Full day,1.0,publisher scope,0.9416,0.9843,139,4.25,none,0.0,0.0,63.3,0.99,0.0,0.0,2,osm,0,0,0,4,0,48,66.2,,sections,16,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,2.7,26.4,16.2,2.3,0.9,14.9,2.8,0.0
isl-42,Elk Falls,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Campbell River; Quathiaski Cove; Quinsam,,100.0,,,Weekend or more,1.0,publisher scope,0.9217,0.9917,35,1.13,none,0.0,0.0,14.39,0.12,0.0,0.0,10,osm,0,2,0,23,0,67,12.4,,,1,TRUE,,,Moderate,0,1,0,0,,,Some traffic sharing,Mostly paved,"Difficulty: Moderate, because of some climbing.",0.5,6.3,0.1,2.8,0.0,1.2,1.5,0.0
isl-43,Frog Greenways Loop,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Campbell River; Quathiaski Cove; Quinsam,,28.0,,,Afternoon,1.0,publisher scope,0.9496,0.9688,21,0.77,none,0.0,0.0,12.52,0.39,0.51,0.0,0,osm,0,0,0,0,0,56,12.9,,,0,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mostly paved,Difficulty: Easy — no major climbing or rough surface.,5.6,1.7,3.3,2.3,0.0,0.0,0.0,0.0
isl-44,Quadra Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Campbell River; Heriot Bay; Mansons Landing; Quathiaski Cove,,30.0,,,Full day,1.0,publisher scope,0.7541,0.9971,37,13.34,ferry,0.0,0.0,32.07,0.09,12.87,0.0,19,osm,0,2,2,37,0,54,38.5,,,6,TRUE,,,Ambitious,1,2,0,0,,,Some traffic sharing,Mixed surface,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",0.0,15.7,8.9,2.7,6.0,0.0,5.3,0.0
isl-45,Cortes Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Mansons Landing,,50.0,,,Full day,1.0,publisher scope,0.9827,0.9934,25,0.68,none,0.12,0.0,38.95,0.26,0.01,0.0,17,osm,0,2,2,77,0,53,38.1,,sections,15,TRUE,,,Challenging,1,3,0,0,,,Some traffic sharing,Mixed surface,"Difficulty: Challenging, because of punishing climbs + some loose surface.",0.0,15.0,0.0,2.5,15.4,0.0,5.1,0.0
isl-46,Alice Lake + Holberg Loops,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Elephant Crossing; Port Hardy; Port Mcneill,,128.0,,,Weekend or more,1.0,publisher scope,0.9882,0.9917,50,1.04,none,0.0,0.0,84.38,0.7,0.0,0.0,67,osm,2,2,2,26,27,64,86.1,,sections,26,TRUE,2,,Ambitious,1,2,0,0,,,Some traffic sharing,Mostly gravel; Remote stretches,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",0.0,52.5,5.5,0.0,0.0,25.9,2.2,0.0
isl-47,Port McNeill - Telegraph Cove,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Alert Bay; Port Mcneill; Telegraph Cove,,60.0,,,Full day,1.0,publisher scope,0.9793,0.989,32,1.09,none,0.0,0.0,46.99,0.52,0.01,0.0,2,osm,0,0,0,21,0,17,50.4,,sections,12,TRUE,,,Moderate,0,1,0,0,,,Shares roads with traffic,Mostly paved,"Difficulty: Moderate, because of some climbing.",0.0,5.0,30.1,0.0,0.2,11.5,3.6,0.0
isl-48,Port Hardy,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Port Hardy,,26.0,,,Afternoon,1.0,publisher scope,0.9648,0.9834,42,1.04,none,0.0,0.0,25.56,0.42,0.03,0.0,17,osm,0,2,0,0,0,53,28.4,,sections,4,TRUE,,,Easy,0,0,0,0,,,Some traffic sharing,Mixed surface,Difficulty: Easy — no major climbing or rough surface.,3.4,8.1,9.4,0.0,0.3,3.7,3.5,0.0
isl-49,Malcolm Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Alert Bay; Port Mcneill; Sointula,,90.0,,,Full day,1.0,publisher scope,0.974,0.9961,41,1.02,none,0.0,0.0,32.67,0.13,0.43,0.0,74,osm,2,2,2,29,0,100,38.1,,,0,TRUE,,,Ambitious,1,2,0,0,,,Low-traffic riding,Mostly gravel,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",0.0,35.9,0.0,0.0,0.0,0.0,2.2,0.0
isl-5,Seaside Loop,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Central Saanich; Colwood; Esquimalt; Langford; Metchosin; North Saanich; Oak Bay; Saanich; Sidney; Sooke; Victoria; View Royal,,40.0,,,Full day,1.0,publisher scope,0.9561,0.9792,356,7.43,none,0.0,0.0,165.9,3.45,1.77,0.0,35,osm,0,1,1,9,0,76,153.1,,,2,TRUE,,,Easy,0,0,0,0,,,Low-traffic riding,Mixed surface,Difficulty: Easy — no major climbing or rough surface.,67.6,41.0,25.1,9.4,2.2,0.0,7.8,0.0
isl-50,Alert Bay - Cormorant Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Alert Bay,,8.0,,,Afternoon,1.0,publisher scope,0.9477,,6,0.1,none,0.0,0.0,0.0,0.0,0.18,0.0,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,0.1,1.1,0.0,0.0,0.0,0.0,0.7,0.0
isl-51,North Sunshine Coast,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,"Vancouver, Coast and Mountains",Cranberry; Lang Bay; Lund; Powell River; Stillwater,,180.0,,,Weekend or more,1.0,publisher scope,0.9792,0.9919,136,4.01,none,0.0,0.0,191.98,1.55,0.0,0.0,20,osm,2,2,2,41,0,78,186.8,,sections,39,TRUE,,,Ambitious,1,2,0,0,,,Low-traffic riding,Mixed surface,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",3.3,34.0,2.0,0.0,4.5,34.3,108.7,0.0
isl-52,Texada Island • Savary Island,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,"Vancouver, Coast and Mountains",Lund; Powell River,,100.0,,,Weekend or more,1.0,publisher scope,0.9827,0.9944,51,1.57,none,0.0,0.0,68.52,0.38,0.0,0.0,60,osm,2,3,2,39,0,74,88.6,,,1,TRUE,,,Ambitious,1,2,0,0,,,Some traffic sharing,Mostly gravel; Chunky gravel,"Difficulty: Ambitious, because of lots of climbing + some loose surface.",0.0,42.3,22.1,0.0,0.0,1.3,22.9,0.0
isl-53,Tiskwat • Powell River,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,"Vancouver, Coast and Mountains",Cranberry; Powell River,,16.0,,,Afternoon,1.0,publisher scope,0.9508,0.987,59,1.24,none,0.0,0.0,24.87,0.32,0.0,0.0,9,osm,0,1,0,21,0,62,23.6,,,0,TRUE,,,Moderate,0,1,0,0,,,Some traffic sharing,Mostly paved,"Difficulty: Moderate, because of some climbing.",0.3,10.7,8.4,0.1,0.0,0.3,3.7,0.0
isl-54,Egmont to Secret Cove,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,"Vancouver, Coast and Mountains",Egmont; Madeira Park,,36.0,,,Full day,1.0,publisher scope,0.977,0.9989,86,1.99,none,0.0,0.0,77.11,0.08,0.0,0.0,37,osm,0,3,2,45,0,58,81.8,,sections,24,TRUE,,,Challenging,1,3,0,0,,,Some traffic sharing,Mixed surface; Chunky gravel,"Difficulty: Challenging, because of punishing climbs + some loose surface.",3.8,5.3,9.6,0.0,0.0,24.5,38.7,0.0
isl-55,Sechelt • Halfmoon Bay,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,"Vancouver, Coast and Mountains",Sechelt,,50.0,,,Full day,1.0,publisher scope,0.9534,0.9826,70,2.11,none,0.05,0.0,38.51,0.67,0.0,0.0,15,osm,0,2,0,25,0,47,40.2,,,0,TRUE,,,Ambitious,0,2,0,0,,,Some traffic sharing,Mixed surface,"Difficulty: Ambitious, because of lots of climbing.",0.0,14.4,20.9,0.4,0.0,0.0,4.5,0.0
isl-56,Sunshine Coast South,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,"Vancouver, Coast and Mountains",Gibsons; Roberts Creek; Sechelt,,55.0,,,Full day,1.0,publisher scope,0.9413,0.9835,71,1.83,none,0.04,0.0,21.46,0.35,0.0,0.0,3,osm,0,0,0,15,0,48,28.9,,sections,5,TRUE,,,Moderate,0,1,0,0,,,Some traffic sharing,Mostly paved,"Difficulty: Moderate, because of some climbing.",2.1,10.5,10.0,0.1,0.0,4.9,1.2,0.0
isl-57,Gibsons,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,"Vancouver, Coast and Mountains",Gibsons; Roberts Creek; Sechelt,,55.0,,,Full day,1.0,publisher scope,0.9579,0.9869,146,3.7,none,0.04,0.0,71.43,0.94,0.0,0.0,6,osm,0,0,0,20,0,35,83.3,,sections,35,TRUE,,,Moderate,0,1,0,0,,,Shares roads with traffic,Mostly paved,"Difficulty: Moderate, because of some climbing.",2.4,22.7,19.1,0.7,29.0,5.7,3.8,0.0
isl-58,Goin' to Bowen (Bowen Island),Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,"Vancouver, Coast and Mountains",Bowen Island; West Vancouver,,32.0,,,Full day,1.0,publisher scope,0.9581,0.9771,65,1.24,none,0.0,0.0,26.18,0.6,0.12,0.0,14,osm,0,0,0,31,0,56,26.5,,,0,TRUE,,,Ambitious,0,2,0,0,,,Some traffic sharing,Mostly paved,"Difficulty: Ambitious, because of lots of climbing.",4.1,7.0,11.7,0.0,0.0,0.0,3.8,0.0
isl-6,Glen Lake / Royal Roads / Metchosin,Let's Go Biking,lets-go-biking,https://www.letsgobiking.net/shop/lets-go-biking-vancouver-island-paperback/,Vancouver Island,Colwood; Esquimalt; Langford; Metchosin; Saanich; Sooke; View Royal,,24.0,,,Afternoon,1.0,publisher scope,0.951,0.9893,87,1.47,none,0.0,0.0,29.94,0.32,0.0,0.0,35,osm,0,2,1,28,0,71,24.2,,,0,TRUE,,,Ambitious,0,2,0,0,,,Some traffic sharing,Mixed surface,"Difficulty: Ambitious, because of lots of climbing.",6.5,6.6,7.0,0.0,0.0,0.0,4.1,0.0
